customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,NumSupportCalls,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,ActualChurn,RiskSegment
CUST100934,Female,0,No,No,11,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,1,61.5,694.18,No,4.73,No,No,Low Risk
CUST100390,Male,0,Yes,No,25,One year,DSL,Bank transfer (automatic),Yes,No internet service,Yes,Yes,3,51.7,1297.57,No,4.52,No,No,Low Risk
CUST100052,Male,0,No,Yes,22,One year,DSL,Mailed check,No,No internet service,No,Yes,4,44.63,965.68,No,21.36,No,No,Low Risk
CUST103725,Female,0,Yes,No,68,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,3,80.24,5448.66,No,2.44,No,No,Low Risk
CUST102298,Male,0,Yes,No,8,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,Yes,1,50.71,406.15,No,24.55,No,No,Low Risk
CUST103630,Female,0,No,No,19,Two year,DSL,Mailed check,Yes,No internet service,No internet service,No,3,67.01,1263.63,No,19.91,No,No,Low Risk
CUST104568,Female,0,No,No,25,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,2,64.85,1675.1,Yes,57.67,Yes,Yes,Medium Risk
CUST102916,Male,0,No,Yes,16,One year,DSL,Credit card (automatic),No,Yes,No,No,0,50.29,808.77,No,2.93,No,No,Low Risk
CUST104100,Female,0,Yes,No,20,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,1,82.23,1680.79,No,32.55,No,No,Medium Risk
CUST104813,Female,0,Yes,No,60,One year,Fiber optic,Electronic check,Yes,No,No internet service,Yes,1,59.99,3619.93,No,4.4,No,No,Low Risk
CUST104894,Male,0,No,No,34,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No internet service,0,62.08,2148.66,No,29.72,No,No,Low Risk
CUST101903,Male,0,Yes,No,39,Month-to-month,DSL,Credit card (automatic),Yes,No,No internet service,No internet service,1,56.0,2231.15,No,8.84,No,No,Low Risk
CUST103936,Female,0,No,No,41,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No internet service,4,59.56,2493.52,No,7.14,No,No,Low Risk
CUST102728,Male,0,Yes,No,13,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No,No,1,71.81,942.0,No,43.6,No,No,Medium Risk
CUST103985,Female,0,Yes,No,18,One year,Fiber optic,Credit card (automatic),No,No,No internet service,No,3,80.92,1492.02,Yes,36.79,No,Yes,Medium Risk
CUST101158,Female,0,Yes,Yes,22,One year,DSL,Electronic check,No,No,Yes,No,3,55.95,1228.48,Yes,24.01,No,Yes,Low Risk
CUST102891,Male,0,No,No,72,One year,Fiber optic,Mailed check,Yes,Yes,No internet service,Yes,0,91.58,6549.36,No,1.31,No,No,Low Risk
CUST104749,Male,0,No,No,7,Month-to-month,No,Electronic check,Yes,No,No internet service,No internet service,1,18.0,81.22,Yes,62.14,Yes,Yes,High Risk
CUST104788,Female,1,Yes,No,9,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No internet service,Yes,1,66.96,630.68,Yes,57.99,Yes,Yes,Medium Risk
CUST101314,Female,0,No,No,29,Month-to-month,DSL,Electronic check,No,No,No,No,2,59.14,1684.36,Yes,72.61,Yes,Yes,High Risk
CUST102797,Female,0,Yes,Yes,32,Month-to-month,DSL,Bank transfer (automatic),No,No internet service,No,Yes,1,54.02,1754.59,No,11.35,No,No,Low Risk
CUST104863,Male,1,Yes,Yes,36,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,Yes,2,82.27,2995.65,Yes,42.22,No,Yes,Medium Risk
CUST102360,Female,0,No,Yes,56,Two year,DSL,Mailed check,Yes,No internet service,No,Yes,1,73.21,4140.75,No,1.16,No,No,Low Risk
CUST100553,Female,0,No,No,30,Month-to-month,Fiber optic,Mailed check,No,No,No,No internet service,1,73.99,2207.86,Yes,59.78,Yes,Yes,Medium Risk
CUST100988,Female,0,Yes,Yes,19,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No internet service,2,77.7,1478.74,No,3.51,No,No,Low Risk
CUST102333,Male,0,No,No,28,Two year,Fiber optic,Electronic check,Yes,No,Yes,No internet service,2,72.52,2067.35,Yes,22.09,No,Yes,Low Risk
CUST100139,Male,0,Yes,No,13,One year,No,Credit card (automatic),Yes,No,Yes,No,0,18.0,189.01,No,1.13,No,No,Low Risk
CUST100883,Female,0,No,No,34,Two year,No,Credit card (automatic),Yes,No,Yes,No internet service,2,25.71,896.76,No,0.65,No,No,Low Risk
CUST103292,Male,1,No,Yes,26,Two year,Fiber optic,Credit card (automatic),No,No internet service,Yes,No internet service,1,66.49,1784.97,No,4.63,No,No,Low Risk
CUST103502,Male,1,No,No,23,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,1,59.43,1385.38,Yes,65.61,Yes,Yes,High Risk
CUST101296,Male,0,Yes,No,36,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No internet service,Yes,2,70.79,2626.09,Yes,68.56,Yes,Yes,High Risk
CUST103467,Female,0,No,No,7,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No internet service,1,57.58,464.85,No,10.97,No,No,Low Risk
CUST103925,Female,0,Yes,No,44,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes,Yes,2,18.0,850.2,No,1.41,No,No,Low Risk
CUST100071,Female,1,No,No,38,One year,No,Electronic check,Yes,Yes,No,No internet service,2,33.71,1296.1,No,9.45,No,No,Low Risk
CUST104146,Male,1,Yes,No,36,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,3,70.04,2437.19,No,36.15,No,No,Medium Risk
CUST100519,Female,0,No,No,56,Month-to-month,DSL,Electronic check,Yes,No,Yes,No internet service,1,62.0,3349.4,No,16.63,No,No,Low Risk
CUST103748,Male,0,Yes,No,72,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,No,3,88.93,6354.78,No,1.47,No,No,Low Risk
CUST102654,Male,0,No,No,7,Month-to-month,No,Bank transfer (automatic),Yes,No internet service,No,No,1,43.85,269.18,No,41.96,No,No,Medium Risk
CUST102178,Male,0,No,No,9,Month-to-month,DSL,Mailed check,Yes,No,Yes,No internet service,3,53.41,525.49,Yes,66.22,Yes,Yes,High Risk
CUST104273,Female,0,Yes,No,4,Month-to-month,DSL,Electronic check,Yes,No,No,No internet service,0,49.48,173.47,No,69.68,Yes,No,High Risk
CUST101426,Male,0,No,Yes,25,Month-to-month,No,Bank transfer (automatic),Yes,No internet service,No internet service,No,0,44.71,1106.79,No,11.34,No,No,Low Risk
CUST102529,Male,0,No,No,26,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No internet service,2,67.2,1672.22,No,75.48,Yes,No,High Risk
CUST101372,Female,0,No,No,66,Two year,No,Bank transfer (automatic),Yes,No,No internet service,Yes,0,27.51,1919.35,No,0.07,No,No,Low Risk
CUST100849,Female,0,No,No,48,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,74.48,3521.29,Yes,23.93,No,Yes,Low Risk
CUST101635,Male,0,No,No,27,Month-to-month,DSL,Electronic check,Yes,Yes,No internet service,No,2,78.32,2239.81,Yes,72.8,Yes,Yes,High Risk
CUST103165,Male,0,Yes,No,19,Month-to-month,No,Credit card (automatic),No,Yes,Yes,Yes,1,18.0,336.59,No,4.24,No,No,Low Risk
CUST104885,Male,0,Yes,No,61,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,2,67.2,3989.98,No,14.78,No,No,Low Risk
CUST100287,Male,0,No,No,56,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No,1,56.18,3230.32,No,2.82,No,No,Low Risk
CUST100126,Female,0,No,No,11,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,0,59.52,639.64,No,62.53,Yes,No,High Risk
CUST104399,Male,0,Yes,No,22,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,2,31.1,704.59,No,16.75,No,No,Low Risk
CUST102666,Female,0,Yes,Yes,14,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,2,76.69,1173.92,Yes,90.24,Yes,Yes,High Risk
CUST103565,Female,0,Yes,No,20,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,1,62.75,1300.29,No,36.88,No,No,Medium Risk
CUST100739,Female,0,Yes,No,16,Two year,Fiber optic,Mailed check,Yes,No internet service,Yes,No,1,62.88,947.69,No,6.81,No,No,Low Risk
CUST102282,Female,0,No,No,66,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No,0,45.39,2868.87,No,0.14,No,No,Low Risk
CUST104555,Female,0,No,Yes,71,Month-to-month,No,Electronic check,Yes,No,No,Yes,1,45.22,3219.94,No,6.11,No,No,Low Risk
CUST101450,Female,0,Yes,No,5,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No,2,68.69,405.87,Yes,47.83,No,Yes,Medium Risk
CUST101735,Female,0,Yes,No,2,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,3,106.58,232.85,Yes,94.63,Yes,Yes,High Risk
CUST104946,Male,0,No,Yes,42,One year,No,Credit card (automatic),No,Yes,No,No,1,18.0,734.91,No,0.35,No,No,Low Risk
CUST101593,Female,1,No,No,12,Month-to-month,No,Mailed check,No,No,No,No,0,21.23,244.22,No,38.08,No,No,Medium Risk
CUST101006,Female,1,Yes,No,45,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,1,69.2,3235.65,No,32.02,No,No,Medium Risk
CUST103966,Male,0,Yes,No,11,One year,DSL,Bank transfer (automatic),No,No,No,Yes,2,66.54,795.46,No,18.74,No,No,Low Risk
CUST100260,Male,0,No,Yes,18,Two year,Fiber optic,Electronic check,Yes,Yes,No internet service,Yes,4,79.85,1408.04,No,51.74,Yes,No,Medium Risk
CUST100385,Female,1,No,Yes,33,Two year,DSL,Electronic check,No,No,No internet service,No,2,39.67,1274.5,No,10.1,No,No,Low Risk
CUST101580,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),Yes,No internet service,Yes,Yes,1,18.0,1353.08,No,0.02,No,No,Low Risk
CUST101560,Male,0,No,No,61,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,Yes,0,47.8,2972.54,No,5.56,No,No,Low Risk
CUST102290,Female,0,Yes,No,13,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,No,1,54.9,795.79,Yes,3.46,No,Yes,Low Risk
CUST100891,Male,1,Yes,No,68,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes,1,53.81,3631.32,No,2.77,No,No,Low Risk
CUST102340,Female,1,No,Yes,7,One year,DSL,Bank transfer (automatic),No,No,Yes,No internet service,4,52.81,311.75,No,31.48,No,No,Medium Risk
CUST103378,Female,0,Yes,Yes,72,Two year,DSL,Bank transfer (automatic),Yes,Yes,No internet service,No internet service,0,54.33,3866.88,No,0.03,No,No,Low Risk
CUST100735,Male,0,No,No,42,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,2,73.72,3077.24,No,62.57,Yes,No,High Risk
CUST104230,Male,0,No,No,58,Two year,DSL,Mailed check,No,No internet service,No internet service,No,1,37.92,2188.54,No,0.44,No,No,Low Risk
CUST104309,Male,0,Yes,Yes,18,One year,Fiber optic,Electronic check,Yes,No,No,No,2,64.84,1191.97,Yes,42.08,No,Yes,Medium Risk
CUST104934,Female,0,Yes,Yes,10,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,Yes,2,63.28,666.33,Yes,58.69,Yes,Yes,Medium Risk
CUST104136,Female,1,No,No,35,Month-to-month,DSL,Electronic check,Yes,No internet service,No,No,2,40.05,1489.22,Yes,56.53,Yes,Yes,Medium Risk
CUST100350,Female,0,Yes,Yes,21,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No internet service,No,1,65.99,1273.01,No,21.3,No,No,Low Risk
CUST101970,Male,1,Yes,No,45,Month-to-month,No,Mailed check,No,Yes,No,No internet service,3,24.13,1002.8,No,9.89,No,No,Low Risk
CUST103524,Male,0,Yes,No,25,One year,DSL,Bank transfer (automatic),No,No,No,No internet service,2,41.27,1127.22,No,4.14,No,No,Low Risk
CUST104833,Female,0,No,No,33,Month-to-month,No,Mailed check,Yes,Yes,No,No,2,39.97,1326.69,No,18.2,No,No,Low Risk
CUST102387,Female,0,No,Yes,11,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No internet service,2,52.67,570.71,Yes,31.84,No,Yes,Medium Risk
CUST103037,Female,1,Yes,No,12,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,2,76.34,946.23,Yes,86.44,Yes,Yes,High Risk
CUST104158,Female,0,Yes,Yes,8,Two year,No,Electronic check,No,No,No,Yes,0,42.9,331.17,No,11.46,No,No,Low Risk
CUST101108,Female,1,No,Yes,11,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No internet service,0,56.07,559.38,No,30.38,No,No,Medium Risk
CUST101412,Male,0,No,No,5,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No,2,65.81,336.89,No,37.51,No,No,Medium Risk
CUST100895,Female,1,No,Yes,47,Two year,DSL,Bank transfer (automatic),Yes,No internet service,No internet service,Yes,0,55.6,2621.71,No,0.61,No,No,Low Risk
CUST100577,Female,0,No,No,28,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No internet service,4,84.25,2457.54,Yes,91.86,Yes,Yes,High Risk
CUST100556,Female,0,Yes,Yes,29,Two year,Fiber optic,Electronic check,Yes,Yes,No,No,1,70.38,2021.31,No,8.05,No,No,Low Risk
CUST103865,Female,0,No,No,70,Month-to-month,DSL,Mailed check,Yes,No,No internet service,No internet service,2,57.11,4022.01,No,6.07,No,No,Low Risk
CUST102812,Male,1,No,Yes,25,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,3,50.52,1287.7,Yes,68.1,Yes,Yes,High Risk
CUST103235,Female,0,Yes,No,38,One year,Fiber optic,Electronic check,Yes,No,No,No internet service,2,82.44,3257.51,Yes,35.21,No,Yes,Medium Risk
CUST101989,Male,0,Yes,No,3,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,1,61.12,117.07,Yes,46.12,No,Yes,Medium Risk
CUST101089,Female,0,No,Yes,12,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,1,86.21,1000.88,No,10.26,No,No,Low Risk
CUST104293,Male,0,Yes,No,72,One year,No,Electronic check,Yes,No,No internet service,No,1,26.94,2023.91,No,0.49,No,No,Low Risk
CUST102109,Female,0,No,No,30,Month-to-month,DSL,Electronic check,No,No,No,Yes,1,47.26,1474.09,Yes,53.39,Yes,Yes,Medium Risk
CUST101929,Male,0,No,Yes,45,One year,Fiber optic,Electronic check,No,No,No,No,2,65.21,2967.31,No,20.04,No,No,Low Risk
CUST103441,Male,0,No,Yes,4,Month-to-month,No,Electronic check,Yes,No internet service,Yes,No,0,18.0,63.13,Yes,38.24,No,Yes,Medium Risk
CUST102341,Male,1,No,No,37,Two year,Fiber optic,Electronic check,Yes,No,No internet service,No,0,82.66,3033.3,No,20.99,No,No,Low Risk
CUST103368,Male,0,No,No,4,One year,No,Electronic check,No,No,No,No,2,39.81,217.6,Yes,55.92,Yes,Yes,Medium Risk
CUST100169,Female,0,Yes,Yes,0,One year,Fiber optic,Electronic check,Yes,No internet service,No,No,2,78.59,0.0,Yes,77.57,Yes,Yes,High Risk
CUST104606,Male,0,No,No,16,One year,DSL,Mailed check,No,Yes,No,Yes,2,51.99,867.76,No,14.51,No,No,Low Risk
CUST103710,Female,0,Yes,No,28,Two year,DSL,Electronic check,Yes,No,No internet service,Yes,3,51.36,1451.17,Yes,14.25,No,Yes,Low Risk
CUST104278,Male,1,No,No,15,Two year,No,Mailed check,No,Yes,No,Yes,2,18.0,265.86,No,4.73,No,No,Low Risk
CUST101885,Female,0,No,No,57,Month-to-month,DSL,Mailed check,Yes,Yes,No,No internet service,4,45.1,2551.57,No,10.79,No,No,Low Risk
CUST104149,Female,1,No,No,9,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No internet service,1,83.52,747.36,No,84.39,Yes,No,High Risk
CUST101452,Female,1,Yes,No,47,Two year,Fiber optic,Credit card (automatic),No,No internet service,No internet service,Yes,1,70.02,3227.37,No,2.35,No,No,Low Risk
CUST100427,Female,1,No,No,3,Two year,Fiber optic,Mailed check,No,No,No,No,1,76.02,244.63,Yes,51.47,Yes,Yes,Medium Risk
CUST102289,Male,0,Yes,No,17,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,Yes,2,78.1,1362.64,No,85.92,Yes,No,High Risk
CUST100616,Male,0,No,No,42,Month-to-month,Fiber optic,Electronic check,No,No,No internet service,No,2,89.54,3773.66,Yes,82.91,Yes,Yes,High Risk
CUST101538,Female,0,No,No,72,One year,DSL,Bank transfer (automatic),No,No,Yes,No internet service,2,68.66,4845.18,No,0.59,No,No,Low Risk
CUST104194,Male,0,Yes,No,69,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,No,No,3,71.22,4969.36,No,8.32,No,No,Low Risk
CUST102372,Female,0,Yes,No,16,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes,No internet service,1,19.87,329.66,No,7.75,No,No,Low Risk
CUST102588,Female,0,No,No,2,Two year,No,Electronic check,Yes,No,No,Yes,3,52.18,85.3,Yes,57.54,Yes,Yes,Medium Risk
CUST101223,Male,0,Yes,Yes,11,Month-to-month,Fiber optic,Bank transfer (automatic),No,No internet service,No,No,0,74.72,879.9,No,45.81,No,No,Medium Risk
CUST102904,Female,0,No,No,32,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,No internet service,0,33.46,1080.92,No,18.08,No,No,Low Risk
CUST101129,Female,0,No,No,46,One year,DSL,Mailed check,No,No,No,No internet service,1,45.17,2130.86,No,2.56,No,No,Low Risk
CUST101643,Female,0,No,No,25,Month-to-month,Fiber optic,Electronic check,No,Yes,No internet service,Yes,3,80.75,2013.9,Yes,90.07,Yes,Yes,High Risk
CUST100491,Male,0,Yes,No,34,Month-to-month,No,Electronic check,Yes,No,Yes,No internet service,0,23.13,865.09,No,9.24,No,No,Low Risk
CUST100603,Female,0,Yes,No,24,One year,DSL,Credit card (automatic),No,Yes,No,No,2,37.59,836.43,No,2.48,No,No,Low Risk
CUST102317,Male,0,Yes,No,43,Two year,No,Electronic check,Yes,No,Yes,No internet service,1,49.25,2133.12,No,1.78,No,No,Low Risk
CUST101503,Male,0,Yes,No,72,Two year,Fiber optic,Mailed check,Yes,No,No internet service,No internet service,1,86.12,6219.03,No,0.89,No,No,Low Risk
CUST104630,Male,0,No,No,42,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,42.4,1801.6,No,9.48,No,No,Low Risk
CUST103854,Female,1,No,No,20,Month-to-month,DSL,Mailed check,Yes,No,No,No internet service,0,44.87,855.26,No,37.96,No,No,Medium Risk
CUST103327,Male,0,No,No,47,Month-to-month,No,Electronic check,Yes,Yes,No internet service,No internet service,2,32.14,1444.16,No,16.05,No,No,Low Risk
CUST101658,Male,1,No,No,8,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,6,57.04,386.85,Yes,98.98,Yes,Yes,High Risk
CUST101466,Female,0,No,No,9,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,1,37.84,377.32,Yes,34.92,No,Yes,Medium Risk
CUST104153,Male,0,Yes,No,20,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,No,Yes,0,56.24,1110.11,No,36.22,No,No,Medium Risk
CUST102767,Male,0,Yes,No,12,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,No internet service,No internet service,1,57.43,723.75,No,43.82,No,No,Medium Risk
CUST100114,Male,0,Yes,No,19,One year,DSL,Credit card (automatic),No,No internet service,No,Yes,3,53.58,1099.32,Yes,12.6,No,Yes,Low Risk
CUST101950,Female,0,Yes,No,19,Month-to-month,Fiber optic,Electronic check,No,No,No,No,2,63.43,1244.52,Yes,85.18,Yes,Yes,High Risk
CUST100612,Female,0,No,Yes,19,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No,No,0,38.48,731.91,No,12.62,No,No,Low Risk
CUST104099,Female,0,No,No,17,Two year,No,Mailed check,No,No,No,Yes,1,28.32,547.58,No,4.58,No,No,Low Risk
CUST104727,Male,0,Yes,No,17,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No internet service,Yes,1,58.02,888.99,No,40.18,No,No,Medium Risk
CUST104728,Male,1,No,No,2,One year,No,Mailed check,No,No,No internet service,No,0,18.0,26.25,No,15.21,No,No,Low Risk
CUST102238,Female,0,Yes,No,45,Month-to-month,DSL,Mailed check,No,No,No internet service,No,0,51.26,2325.16,No,7.92,No,No,Low Risk
CUST101815,Male,0,Yes,No,35,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,1,60.85,2151.42,No,20.51,No,No,Low Risk
CUST104528,Female,0,Yes,No,44,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No internet service,1,72.25,3172.88,No,3.36,No,No,Low Risk
CUST102519,Male,1,Yes,No,27,One year,No,Bank transfer (automatic),Yes,No internet service,No,No,3,19.58,535.02,No,3.98,No,No,Low Risk
CUST101988,Male,0,Yes,Yes,25,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,1,53.81,1335.21,Yes,32.21,No,Yes,Medium Risk
CUST104499,Male,0,Yes,Yes,55,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No,1,75.76,4171.98,No,5.12,No,No,Low Risk
CUST101797,Female,0,No,Yes,49,Month-to-month,DSL,Electronic check,Yes,No,No,No internet service,5,69.14,3495.1,Yes,70.97,Yes,Yes,High Risk
CUST102958,Male,1,Yes,No,42,One year,DSL,Credit card (automatic),No,Yes,No,Yes,2,39.17,1721.06,No,1.32,No,No,Low Risk
CUST104955,Male,1,Yes,No,3,Two year,Fiber optic,Credit card (automatic),No,No,No,No internet service,1,64.77,153.82,No,20.97,No,No,Low Risk
CUST103204,Male,1,Yes,Yes,39,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No,2,66.05,2567.85,No,2.41,No,No,Low Risk
CUST102189,Male,1,No,No,13,Month-to-month,Fiber optic,Mailed check,No,No,No internet service,No,2,104.78,1308.97,Yes,96.03,Yes,Yes,High Risk
CUST101736,Male,0,Yes,No,44,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,3,81.49,3749.06,No,9.29,No,No,Low Risk
CUST101244,Male,0,No,Yes,4,Month-to-month,DSL,Mailed check,Yes,No internet service,Yes,Yes,0,55.81,158.75,No,39.9,No,No,Medium Risk
CUST104467,Female,0,Yes,Yes,10,One year,Fiber optic,Mailed check,Yes,No internet service,No,Yes,1,61.19,650.61,No,21.1,No,No,Low Risk
CUST102902,Male,1,Yes,No,45,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,No,2,57.17,2555.23,No,8.72,No,No,Low Risk
CUST103030,Male,0,No,Yes,63,Month-to-month,DSL,Credit card (automatic),No,No,No,No,0,59.91,3777.88,No,2.25,No,No,Low Risk
CUST104386,Male,0,Yes,No,50,One year,DSL,Credit card (automatic),No,No,Yes,Yes,2,49.92,2439.51,No,0.79,No,No,Low Risk
CUST103116,Male,1,No,No,18,Two year,Fiber optic,Electronic check,Yes,Yes,No,Yes,3,85.53,1440.86,Yes,63.5,Yes,Yes,High Risk
CUST101338,Female,1,No,No,8,Month-to-month,Fiber optic,Mailed check,No,Yes,No internet service,No,2,63.03,529.83,No,83.9,Yes,No,High Risk
CUST104825,Female,0,No,No,17,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,2,77.22,1343.16,Yes,70.94,Yes,Yes,High Risk
CUST102619,Male,0,No,No,5,Two year,No,Credit card (automatic),Yes,No,No internet service,Yes,0,19.6,88.88,No,2.23,No,No,Low Risk
CUST102863,Male,0,No,Yes,72,Two year,No,Electronic check,Yes,Yes,No internet service,Yes,0,46.33,3324.1,No,0.2,No,No,Low Risk
CUST102578,Female,0,Yes,Yes,41,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No internet service,No internet service,2,77.57,3115.9,Yes,61.68,Yes,Yes,High Risk
CUST102382,Female,0,Yes,No,27,Month-to-month,No,Mailed check,Yes,Yes,No,Yes,3,46.25,1243.97,No,28.88,No,No,Low Risk
CUST100381,Female,1,Yes,No,15,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,69.83,988.45,Yes,76.36,Yes,Yes,High Risk
CUST103600,Male,0,Yes,No,4,One year,DSL,Bank transfer (automatic),No,Yes,No,Yes,2,73.65,341.51,Yes,20.34,No,Yes,Low Risk
CUST103169,Female,0,Yes,Yes,40,One year,DSL,Bank transfer (automatic),No,No internet service,No,Yes,2,71.75,2833.95,No,3.74,No,No,Low Risk
CUST104388,Male,0,No,Yes,40,Month-to-month,No,Credit card (automatic),No,No,No,No,1,18.0,681.0,No,3.63,No,No,Low Risk
CUST104169,Female,0,Yes,No,28,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,90.08,2362.37,Yes,56.18,Yes,Yes,Medium Risk
CUST104896,Male,0,No,No,40,Month-to-month,No,Electronic check,No,No internet service,No internet service,No,0,23.37,894.55,No,16.57,No,No,Low Risk
CUST100237,Female,0,Yes,No,40,One year,Fiber optic,Electronic check,Yes,No,Yes,No,3,69.63,2792.55,No,22.09,No,No,Low Risk
CUST100587,Male,0,No,No,22,Two year,No,Bank transfer (automatic),No,No,No,No,2,18.0,346.49,No,1.85,No,No,Low Risk
CUST104108,Female,1,Yes,Yes,20,Month-to-month,DSL,Electronic check,Yes,No internet service,No,Yes,0,74.96,1479.06,No,70.56,Yes,No,High Risk
CUST102433,Male,0,Yes,No,20,Two year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,3,61.56,1208.2,No,5.89,No,No,Low Risk
CUST103381,Female,0,Yes,No,72,Month-to-month,DSL,Credit card (automatic),Yes,Yes,No internet service,Yes,2,37.78,2703.69,No,0.64,No,No,Low Risk
CUST104780,Male,0,No,No,52,One year,Fiber optic,Electronic check,Yes,No,No internet service,No,2,83.41,4362.14,No,25.43,No,No,Low Risk
CUST104137,Female,0,No,Yes,72,Two year,Fiber optic,Electronic check,Yes,No internet service,No internet service,No internet service,2,79.45,5721.87,No,3.37,No,No,Low Risk
CUST101596,Female,0,Yes,No,11,One year,DSL,Mailed check,Yes,No internet service,No,Yes,4,66.91,756.3,No,46.47,No,No,Medium Risk
CUST102082,Male,0,Yes,No,9,Month-to-month,No,Credit card (automatic),Yes,No internet service,No,Yes,0,29.1,305.27,No,16.02,No,No,Low Risk
CUST101714,Female,0,Yes,No,18,One year,Fiber optic,Credit card (automatic),Yes,No,No,No,1,72.95,1359.23,No,14.7,No,No,Low Risk
CUST101342,Male,0,Yes,Yes,48,One year,No,Electronic check,No,No internet service,No,Yes,0,18.0,867.38,No,0.97,No,No,Low Risk
CUST104350,Female,0,Yes,No,15,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,2,78.69,1086.17,Yes,66.18,Yes,Yes,High Risk
CUST103703,Female,0,No,No,32,Two year,Fiber optic,Mailed check,Yes,No,Yes,Yes,3,88.33,2833.21,No,17.68,No,No,Low Risk
CUST104247,Male,0,Yes,Yes,23,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,2,72.97,1697.83,No,35.86,No,No,Medium Risk
CUST101569,Female,1,Yes,Yes,20,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,Yes,No,1,66.27,1381.3,No,32.13,No,No,Medium Risk
