customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,NumSupportCalls,MonthlyCharges,TotalCharges,Churn
CUST102965,Male,0,Yes,No,16,One year,Fiber optic,Electronic check,No,Yes,No,Yes,2,70.96,1102.56,No
CUST102966,Male,0,Yes,No,72,One year,Fiber optic,Credit card (automatic),Yes,No internet service,No,Yes,1,65.42,4754.52,No
CUST102967,Male,1,Yes,No,43,Month-to-month,Fiber optic,Electronic check,No,No,No internet service,Yes,0,68.51,3062.96,Yes
CUST102968,Male,1,No,No,72,Two year,DSL,Mailed check,Yes,No,No,No internet service,1,44.62,3342.94,No
CUST102969,Male,0,No,No,17,Month-to-month,No,Mailed check,No,No,No internet service,No internet service,4,43.18,727.9,Yes
CUST102970,Female,0,No,Yes,33,Two year,DSL,Electronic check,Yes,Yes,No internet service,Yes,1,63.06,2063.16,No
CUST102971,Female,0,No,No,10,Month-to-month,DSL,Electronic check,No,No internet service,No,Yes,0,56.16,512.39,No
CUST102972,Male,0,No,No,45,Month-to-month,No,Mailed check,Yes,No,No internet service,No,1,18.0,865.73,No
CUST102973,Male,0,Yes,Yes,35,Month-to-month,DSL,Electronic check,Yes,No,No,No,2,54.34,1865.6,Yes
CUST102974,Male,0,No,No,41,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,Yes,2,65.75,2683.89,No
CUST102975,Male,0,Yes,Yes,18,One year,DSL,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,23.43,446.59,No
CUST102976,Female,0,Yes,No,27,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,No internet service,3,46.68,1282.93,Yes
CUST102977,Male,0,Yes,No,26,One year,Fiber optic,Mailed check,No,No internet service,No,Yes,1,82.26,2108.23,No
CUST102978,Male,0,No,No,18,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,No,No,2,69.89,1253.26,Yes
CUST102979,Male,0,Yes,Yes,28,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,Yes,2,73.26,2022.09,No
CUST102980,Male,0,Yes,No,32,Two year,No,Electronic check,No,Yes,No,No,3,37.49,1158.06,No
CUST102981,Female,0,No,Yes,36,Two year,Fiber optic,Mailed check,No,No internet service,Yes,No internet service,3,85.34,3020.98,No
CUST102982,Male,0,No,No,18,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,2,98.53,1699.96,Yes
CUST102983,Male,0,Yes,No,43,Two year,DSL,Electronic check,Yes,No,Yes,No,3,28.68,1251.34,No
CUST102984,Female,0,Yes,No,41,One year,No,Mailed check,Yes,Yes,Yes,No internet service,1,18.0,725.97,No
CUST102985,Female,1,No,No,37,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No internet service,No,2,85.9,3121.52,No
CUST102986,Female,0,Yes,No,45,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,Yes,2,60.18,2646.71,No
CUST102987,Male,0,No,Yes,21,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,0,56.19,1117.81,Yes
CUST102988,Male,0,No,No,9,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,2,47.74,399.05,Yes
CUST102989,Female,1,Yes,No,41,One year,No,Electronic check,No,Yes,No,Yes,3,27.72,1192.8,No
CUST102990,Female,0,Yes,No,15,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,Yes,1,77.03,1121.39,Yes
CUST102991,Female,0,Yes,Yes,5,Month-to-month,No,Electronic check,Yes,No,No,No internet service,0,18.0,117.88,No
CUST102992,Female,0,Yes,No,15,Month-to-month,No,Mailed check,Yes,No,Yes,Yes,0,27.56,491.43,No
CUST102993,Female,0,Yes,No,28,One year,No,Credit card (automatic),No,No,No,No,0,18.8,534.82,No
CUST102994,Female,0,No,No,62,One year,No,Bank transfer (automatic),No,No,No,Yes,0,35.09,2137.34,No
CUST102995,Male,0,Yes,No,32,Month-to-month,No,Electronic check,No,Yes,No internet service,No internet service,0,29.14,928.01,No
CUST102996,Male,0,No,No,45,Two year,Fiber optic,Electronic check,No,No,Yes,No internet service,0,98.47,4428.98,No
CUST102997,Male,1,No,Yes,40,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No internet service,2,75.0,3086.38,No
CUST102998,Female,0,Yes,Yes,31,One year,Fiber optic,Mailed check,Yes,Yes,No internet service,Yes,0,61.9,1832.28,No
CUST102999,Female,0,Yes,No,20,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No,1,45.14,958.58,No
CUST103000,Female,0,Yes,No,10,Two year,DSL,Bank transfer (automatic),No,No,No,No,2,43.74,350.25,No
CUST103001,Female,0,Yes,No,72,Month-to-month,Fiber optic,Credit card (automatic),No,No,No internet service,No internet service,0,79.53,5766.74,No
CUST103002,Female,0,No,No,16,One year,Fiber optic,Credit card (automatic),No,Yes,No,Yes,1,82.59,1300.97,No
CUST103003,Female,0,Yes,No,19,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,2,47.74,998.35,No
CUST103004,Male,0,No,No,22,One year,No,Bank transfer (automatic),Yes,No,Yes,Yes,1,19.84,470.16,No
CUST103005,Male,0,Yes,No,15,Month-to-month,DSL,Mailed check,No,No,No,No,0,55.84,866.27,Yes
CUST103006,Female,0,Yes,No,35,Month-to-month,No,Electronic check,Yes,No internet service,No internet service,No,2,29.56,987.51,No
CUST103007,Male,0,No,No,16,Month-to-month,DSL,Electronic check,Yes,No internet service,No,No,4,67.24,1166.1,Yes
CUST103008,Female,0,No,No,19,Month-to-month,No,Mailed check,Yes,No,No,Yes,0,18.0,482.75,No
CUST103009,Male,0,Yes,Yes,15,One year,DSL,Electronic check,Yes,Yes,Yes,No,5,46.09,791.92,Yes
CUST103010,Female,0,Yes,Yes,19,Two year,No,Electronic check,Yes,No,No,No,1,49.3,886.54,No
CUST103011,Female,1,No,No,8,Month-to-month,Fiber optic,Mailed check,Yes,No,No internet service,No,0,96.4,761.71,Yes
CUST103012,Male,1,Yes,No,7,Month-to-month,No,Credit card (automatic),Yes,No,No internet service,No,2,18.65,71.12,No
CUST103013,Male,0,Yes,No,71,Month-to-month,DSL,Bank transfer (automatic),Yes,No internet service,No,No,1,68.71,4847.93,No
CUST103014,Female,0,No,No,45,One year,DSL,Mailed check,Yes,No,No,Yes,5,81.46,3679.88,No
CUST103015,Female,0,No,Yes,64,Month-to-month,DSL,Electronic check,No,No,No,No internet service,2,70.8,4567.68,No
CUST103016,Male,0,No,Yes,68,Month-to-month,No,Electronic check,No,Yes,No,Yes,0,18.0,1250.65,No
CUST103017,Male,0,No,No,11,Month-to-month,No,Bank transfer (automatic),Yes,No,No,No internet service,1,26.26,202.82,No
CUST103018,Female,0,No,No,62,Two year,Fiber optic,Credit card (automatic),No,No,No,No,1,53.98,3344.94,No
CUST103019,Male,0,No,No,51,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,63.42,3260.3,No
CUST103020,Female,0,No,Yes,19,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,4,74.82,1469.01,Yes
CUST103021,Female,0,No,No,32,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No internet service,0,77.64,2505.89,No
CUST103022,Female,0,No,No,44,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,1,66.68,2958.35,Yes
CUST103023,Female,0,Yes,No,38,Month-to-month,DSL,Mailed check,No,No internet service,Yes,No,2,21.98,823.33,No
CUST103024,Male,0,Yes,No,22,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,No internet service,2,57.32,1274.63,No
CUST103025,Male,0,No,Yes,28,Two year,DSL,Bank transfer (automatic),Yes,No internet service,Yes,Yes,3,63.74,1913.95,No
CUST103026,Male,0,No,No,35,Month-to-month,DSL,Electronic check,Yes,No,Yes,No internet service,2,64.19,2307.0,Yes
CUST103027,Male,0,Yes,No,18,Month-to-month,DSL,Electronic check,No,No,No,No,2,52.53,963.78,Yes
CUST103028,Male,0,No,No,37,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,4,73.38,2751.5,Yes
CUST103029,Male,0,Yes,No,14,Two year,DSL,Electronic check,No,No,No internet service,No internet service,5,57.96,815.23,Yes
CUST103030,Male,0,No,Yes,63,Month-to-month,DSL,Credit card (automatic),No,No,No,No,0,59.91,3777.88,No
CUST103031,Female,0,No,No,49,One year,Fiber optic,Electronic check,No,No,Yes,No,1,73.88,3667.64,No
CUST103032,Male,0,No,No,45,Two year,Fiber optic,Electronic check,No,No,No,No,1,47.12,2090.45,No
CUST103033,Male,0,Yes,Yes,33,Two year,Fiber optic,Electronic check,Yes,No internet service,No internet service,No,1,91.76,3021.61,No
CUST103034,Female,0,No,Yes,29,One year,No,Credit card (automatic),Yes,Yes,No,Yes,2,19.43,494.96,No
CUST103035,Male,0,Yes,No,51,Month-to-month,DSL,Credit card (automatic),No,No,No,Yes,0,40.31,2094.62,No
CUST103036,Male,0,Yes,Yes,9,Month-to-month,DSL,Credit card (automatic),Yes,No,No internet service,Yes,1,50.29,506.09,No
CUST103037,Female,1,Yes,No,12,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,2,76.34,946.23,Yes
CUST103038,Male,0,No,No,38,One year,Fiber optic,Credit card (automatic),Yes,No internet service,No internet service,No,1,67.69,2560.51,No
CUST103039,Male,0,Yes,No,24,One year,Fiber optic,Credit card (automatic),No,No internet service,No internet service,Yes,2,68.52,1642.27,No
CUST103040,Male,0,Yes,No,16,Two year,Fiber optic,Mailed check,Yes,No,No,Yes,4,71.1,1144.95,No
CUST103041,Female,0,No,Yes,53,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,3,79.34,4259.76,No
CUST103042,Male,1,No,Yes,27,One year,Fiber optic,Credit card (automatic),No,No,Yes,No internet service,1,65.41,1817.89,No
CUST103043,Male,0,No,No,32,Two year,DSL,Credit card (automatic),Yes,Yes,No,Yes,4,59.05,1817.86,No
CUST103044,Female,0,No,No,54,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No internet service,1,58.44,3111.85,No
CUST103045,Male,0,Yes,No,22,One year,DSL,Bank transfer (automatic),Yes,No,No,No,1,79.07,1761.26,No
CUST103046,Female,0,No,No,72,One year,DSL,Credit card (automatic),Yes,No internet service,Yes,Yes,1,67.87,4819.72,No
CUST103047,Female,0,No,Yes,10,Month-to-month,DSL,Mailed check,Yes,No internet service,No,Yes,2,51.7,562.93,Yes
CUST103048,Male,0,Yes,Yes,53,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No,2,59.02,3114.29,No
CUST103049,Female,0,Yes,No,16,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,Yes,1,60.98,1011.04,Yes
CUST103050,Female,0,Yes,No,47,Month-to-month,No,Bank transfer (automatic),No,No internet service,No,No,1,31.74,1493.49,No
CUST103051,Male,0,Yes,No,14,Month-to-month,No,Bank transfer (automatic),Yes,No,No,No,0,35.14,487.02,No
CUST103052,Female,1,No,Yes,6,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,No,4,78.2,414.85,No
CUST103053,Female,0,No,Yes,48,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,3,85.83,4092.47,No
CUST103054,Male,0,No,No,19,Month-to-month,No,Mailed check,Yes,No,No,No,1,24.92,467.72,No
CUST103055,Male,0,No,No,7,Month-to-month,No,Mailed check,No,No,No,Yes,3,23.78,159.04,No
CUST103056,Male,0,Yes,No,49,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No internet service,No,1,67.08,3323.13,No
CUST103057,Female,0,No,No,29,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,3,81.67,2336.29,Yes
CUST103058,Male,0,Yes,No,19,Month-to-month,No,Bank transfer (automatic),Yes,No,No internet service,No,1,18.0,340.52,No
CUST103059,Female,0,No,No,33,Two year,Fiber optic,Mailed check,Yes,No,No,No internet service,0,79.97,2714.23,No
CUST103060,Female,0,Yes,No,22,Month-to-month,No,Electronic check,No,Yes,Yes,No,1,28.64,671.16,No
CUST103061,Female,1,No,Yes,20,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,1,91.13,1827.84,Yes
CUST103062,Female,0,Yes,No,44,Month-to-month,No,Mailed check,Yes,No,Yes,No internet service,2,32.0,1335.1,No
CUST103063,Female,0,Yes,Yes,30,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No internet service,Yes,0,53.92,1548.92,No
CUST103064,Female,1,Yes,Yes,13,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,No,1,67.04,903.39,No
CUST103065,Female,0,No,Yes,25,Month-to-month,No,Electronic check,No,Yes,No,Yes,2,18.0,486.99,No
CUST103066,Male,0,No,No,43,Two year,Fiber optic,Bank transfer (automatic),No,No,No,Yes,0,66.22,2750.21,No
CUST103067,Male,0,Yes,No,10,Two year,Fiber optic,Electronic check,No,No,Yes,No,0,86.6,900.99,Yes
CUST103068,Female,0,No,Yes,57,Month-to-month,No,Bank transfer (automatic),Yes,No,No,Yes,0,18.0,997.89,No
CUST103069,Female,1,No,No,29,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,No internet service,0,92.09,2650.34,Yes
CUST103070,Male,1,No,No,27,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,No internet service,No,1,86.98,2392.91,No
CUST103071,Female,0,No,No,28,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,77.23,2199.06,Yes
CUST103072,Male,0,Yes,No,72,Two year,DSL,Bank transfer (automatic),Yes,No internet service,No,Yes,4,59.19,4256.74,No
CUST103073,Male,0,Yes,Yes,25,Month-to-month,DSL,Mailed check,No,No,No internet service,No internet service,0,55.9,1431.91,No
CUST103074,Male,0,No,Yes,19,Month-to-month,No,Electronic check,Yes,No internet service,Yes,No internet service,1,26.9,492.92,No
CUST103075,Female,0,No,No,22,Month-to-month,DSL,Electronic check,No,No internet service,Yes,No,2,68.52,1467.95,Yes
CUST103076,Female,0,No,No,48,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,Yes,4,72.32,3534.36,No
CUST103077,Male,1,No,No,39,Two year,Fiber optic,Credit card (automatic),No,No,No internet service,No,2,82.2,3272.09,No
CUST103078,Male,1,Yes,No,25,Month-to-month,No,Electronic check,Yes,Yes,Yes,No internet service,1,18.0,417.82,No
CUST103079,Male,0,No,No,72,Month-to-month,DSL,Bank transfer (automatic),No,No internet service,No,Yes,3,61.39,4393.39,No
CUST103080,Male,0,Yes,No,37,One year,No,Bank transfer (automatic),Yes,Yes,No,No,0,21.73,848.58,No
CUST103081,Male,0,No,No,12,Month-to-month,No,Electronic check,No,No,Yes,No,2,30.14,327.01,Yes
CUST103082,Female,0,Yes,Yes,3,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No internet service,No internet service,2,64.63,233.93,Yes
CUST103083,Male,0,No,No,39,Month-to-month,DSL,Credit card (automatic),No,No,No,No,0,60.39,2303.99,No
CUST103084,Female,0,No,Yes,20,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,1,54.44,1074.47,Yes
CUST103085,Male,0,Yes,Yes,6,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,93.78,611.61,Yes
CUST103086,Female,0,Yes,Yes,23,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,Yes,0,78.11,1748.08,No
CUST103087,Female,0,No,No,41,Month-to-month,No,Electronic check,No,No internet service,No,No internet service,1,30.92,1238.32,No
CUST103088,Female,1,No,Yes,22,One year,DSL,Mailed check,Yes,No,No,No internet service,1,49.7,1112.21,No
CUST103089,Female,0,Yes,Yes,24,Month-to-month,DSL,Electronic check,No,No internet service,No,No,1,58.75,1320.09,No
CUST103090,Female,0,No,No,3,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No,2,60.69,185.71,No
CUST103091,Female,0,No,No,40,Month-to-month,DSL,Mailed check,No,Yes,No internet service,No,4,50.75,2088.06,Yes
CUST103092,Male,0,Yes,No,5,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,0,69.81,392.29,No
CUST103093,Female,1,Yes,No,15,Two year,DSL,Mailed check,No,Yes,No,No,0,45.32,677.32,No
CUST103094,Male,0,No,Yes,31,Month-to-month,DSL,Mailed check,Yes,No,Yes,No internet service,5,54.09,1677.82,Yes
CUST103095,Female,0,No,Yes,13,One year,No,Credit card (automatic),Yes,Yes,No,Yes,1,18.0,308.59,No
CUST103096,Female,0,No,Yes,15,Two year,DSL,Electronic check,Yes,No,Yes,Yes,1,58.51,946.18,No
CUST103097,Male,0,No,No,30,Month-to-month,No,Mailed check,No,Yes,No,Yes,2,18.0,535.27,No
CUST103098,Female,0,Yes,No,31,Two year,Fiber optic,Electronic check,Yes,Yes,No,Yes,2,73.53,2247.95,Yes
CUST103099,Male,0,Yes,Yes,26,Month-to-month,No,Credit card (automatic),Yes,No internet service,No internet service,No,2,18.0,510.86,No
CUST103100,Male,0,Yes,No,2,Month-to-month,No,Electronic check,No,Yes,No internet service,Yes,3,38.73,133.99,Yes
CUST103101,Male,0,Yes,No,4,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No,2,55.3,290.14,No
CUST103102,Male,0,No,No,48,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,2,75.19,3638.3,No
CUST103103,Female,0,No,No,18,One year,Fiber optic,Electronic check,No,No internet service,No,No internet service,2,82.15,1460.89,Yes
CUST103104,Female,0,Yes,Yes,72,Two year,DSL,Electronic check,Yes,No,Yes,No internet service,1,76.3,5410.1,No
CUST103105,Male,0,Yes,Yes,30,Two year,DSL,Credit card (automatic),Yes,No,No internet service,No,1,55.97,1776.01,No
CUST103106,Female,1,No,No,72,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,2,57.11,4192.06,No
CUST103107,Female,1,No,No,21,Two year,DSL,Bank transfer (automatic),Yes,No,No,Yes,2,69.18,1414.43,No
CUST103108,Male,0,No,No,17,Month-to-month,DSL,Mailed check,No,Yes,No internet service,No,0,38.71,667.6,Yes
CUST103109,Female,0,No,No,40,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,2,69.04,2750.56,No
CUST103110,Male,0,No,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No internet service,1,89.31,4915.36,No
CUST103111,Male,0,No,No,22,One year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No,0,70.98,1541.54,No
CUST103112,Female,0,Yes,Yes,39,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No internet service,No internet service,0,68.13,2691.65,No
CUST103113,Female,0,Yes,No,5,One year,Fiber optic,Mailed check,No,No,No,No,1,78.38,335.2,Yes
CUST103114,Female,0,Yes,No,12,Month-to-month,No,Credit card (automatic),Yes,Yes,No internet service,No internet service,1,25.12,281.75,No
CUST103115,Male,0,No,No,34,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No internet service,2,66.68,2310.8,Yes
CUST103116,Male,1,No,No,18,Two year,Fiber optic,Electronic check,Yes,Yes,No,Yes,3,85.53,1440.86,Yes
CUST103117,Female,0,No,No,31,Month-to-month,DSL,Credit card (automatic),No,No internet service,No,No,2,69.74,2177.37,No
CUST103118,Female,0,Yes,No,34,Month-to-month,No,Bank transfer (automatic),No,Yes,No,Yes,3,41.66,1389.05,No
CUST103119,Female,0,Yes,No,39,One year,Fiber optic,Electronic check,No,No,No internet service,No internet service,0,81.62,3263.95,No
CUST103120,Female,0,Yes,No,47,Month-to-month,No,Bank transfer (automatic),Yes,Yes,No,No,1,18.0,862.45,No
CUST103121,Male,1,Yes,No,48,Two year,Fiber optic,Mailed check,Yes,No,No internet service,Yes,0,59.94,2837.77,No
CUST103122,Female,0,No,No,9,Month-to-month,Fiber optic,Electronic check,No,No,No,No internet service,0,47.2,497.4,Yes
CUST103123,Male,0,No,No,22,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes,2,67.4,1483.89,No
CUST103124,Male,0,No,No,21,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,No,2,57.33,1210.49,No
CUST103125,Female,1,No,No,24,Month-to-month,DSL,Electronic check,No,No internet service,Yes,No,0,49.97,1243.64,Yes
CUST103126,Female,0,No,No,20,One year,No,Electronic check,No,Yes,No,No internet service,2,18.0,329.71,No
CUST103127,Female,0,No,No,25,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No internet service,1,60.8,1592.36,Yes
CUST103128,Male,0,Yes,No,15,Two year,DSL,Electronic check,Yes,No,No,No,3,33.81,536.0,No
CUST103129,Female,0,No,Yes,45,Month-to-month,DSL,Credit card (automatic),Yes,No,No internet service,Yes,1,72.3,3221.44,No
CUST103130,Female,0,No,No,34,Month-to-month,No,Mailed check,No,No,Yes,Yes,1,32.63,1087.8,No
CUST103131,Male,0,No,No,15,One year,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,59.33,827.13,No
CUST103132,Female,0,Yes,No,25,One year,Fiber optic,Bank transfer (automatic),No,No internet service,No,Yes,2,94.62,2380.89,No
CUST103133,Male,0,Yes,No,72,Two year,DSL,Credit card (automatic),No,Yes,No,No,1,46.33,3326.87,No
CUST103134,Female,0,Yes,No,10,One year,No,Bank transfer (automatic),No,Yes,No internet service,No,0,29.19,307.54,No
CUST103135,Male,0,No,Yes,12,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,79.22,865.55,Yes
CUST103136,Female,0,Yes,No,46,One year,Fiber optic,Electronic check,Yes,Yes,No internet service,Yes,2,73.87,3371.82,No
CUST103137,Female,1,No,Yes,69,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No,4,71.36,4874.73,Yes
CUST103138,Male,0,No,No,32,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,1,55.41,1797.77,No
CUST103139,Male,0,Yes,No,27,Two year,Fiber optic,Electronic check,No,No internet service,No internet service,No,2,71.64,1904.19,No
CUST103140,Female,0,No,No,8,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No internet service,No,1,77.99,647.44,Yes
CUST103141,Male,0,No,No,17,One year,DSL,Electronic check,Yes,No,No,No,4,58.47,967.34,Yes
CUST103142,Male,0,Yes,No,17,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,1,68.71,1249.37,No
CUST103143,Male,0,No,Yes,17,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No,2,88.21,1502.15,Yes
CUST103144,Male,0,Yes,Yes,13,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No,1,64.96,890.27,No
CUST103145,Female,0,Yes,No,8,One year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,2,79.68,631.77,No
CUST103146,Female,0,No,No,40,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,5,70.93,2883.34,No
CUST103147,Male,0,No,No,33,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,2,64.57,2092.16,Yes
CUST103148,Male,0,No,Yes,8,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,2,71.67,571.26,Yes
CUST103149,Male,0,No,Yes,26,Month-to-month,No,Electronic check,Yes,No,No,Yes,2,18.0,444.75,Yes
CUST103150,Male,0,No,Yes,19,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No internet service,Yes,1,82.9,1668.53,Yes
CUST103151,Female,0,No,Yes,72,Two year,DSL,Credit card (automatic),Yes,No,No,Yes,2,53.87,3819.21,No
CUST103152,Female,0,No,No,58,Two year,Fiber optic,Credit card (automatic),Yes,No internet service,Yes,Yes,4,91.43,5406.45,No
CUST103153,Male,0,No,Yes,72,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,Yes,2,63.58,4509.05,No
CUST103154,Male,0,Yes,No,17,Two year,No,Mailed check,Yes,No,No internet service,Yes,2,18.0,342.8,No
CUST103155,Male,0,No,Yes,4,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,No internet service,4,79.74,287.87,Yes
CUST103156,Female,0,Yes,No,9,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,1,95.67,873.77,Yes
CUST103157,Male,1,No,No,17,Two year,No,Electronic check,Yes,Yes,Yes,Yes,2,30.87,516.25,No
CUST103158,Female,1,Yes,Yes,20,Two year,DSL,Electronic check,Yes,No,No,Yes,3,43.69,832.28,No
CUST103159,Male,0,No,No,72,Month-to-month,DSL,Mailed check,No,Yes,Yes,No internet service,1,42.72,3079.89,No
CUST103160,Female,0,Yes,No,45,Month-to-month,DSL,Bank transfer (automatic),No,No,No,No,3,79.31,3548.09,No
CUST103161,Male,0,Yes,Yes,33,Month-to-month,Fiber optic,Electronic check,No,No,No,No,2,70.45,2353.42,Yes
CUST103162,Female,0,No,No,59,Month-to-month,No,Mailed check,No,No,No,No,2,18.0,1011.73,No
CUST103163,Male,0,Yes,No,37,One year,No,Mailed check,No,No,No,Yes,2,39.29,1477.35,No
CUST103164,Male,0,No,No,43,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No internet service,No internet service,1,73.23,3192.1,No
CUST103165,Male,0,Yes,No,19,Month-to-month,No,Credit card (automatic),No,Yes,Yes,Yes,1,18.0,336.59,No
CUST103166,Female,0,Yes,No,6,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,2,99.99,533.8,Yes
CUST103167,Male,0,Yes,Yes,5,Two year,DSL,Electronic check,No,No,Yes,Yes,0,62.01,396.67,No
CUST103168,Female,0,No,No,5,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No internet service,3,56.86,307.65,Yes
CUST103169,Female,0,Yes,Yes,40,One year,DSL,Bank transfer (automatic),No,No internet service,No,Yes,2,71.75,2833.95,No
CUST103170,Male,1,No,No,12,Two year,Fiber optic,Mailed check,Yes,No internet service,Yes,No,2,62.43,773.85,Yes
CUST103171,Male,0,Yes,No,19,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,Yes,1,41.7,708.52,Yes
CUST103172,Male,0,Yes,Yes,7,Two year,Fiber optic,Electronic check,Yes,No,No internet service,No,1,64.3,508.92,No
CUST103173,Female,0,Yes,No,53,One year,DSL,Electronic check,No,No,Yes,Yes,1,78.27,4254.53,No
CUST103174,Male,1,Yes,No,25,Month-to-month,DSL,Electronic check,Yes,Yes,No,No internet service,0,79.54,2029.7,No
CUST103175,Female,0,No,No,30,Month-to-month,No,Bank transfer (automatic),Yes,No,No,Yes,0,18.42,502.45,No
CUST103176,Female,0,No,No,32,One year,Fiber optic,Mailed check,Yes,No,Yes,No,1,95.47,2955.59,No
CUST103177,Male,0,No,No,35,Month-to-month,No,Electronic check,Yes,No,Yes,No,1,18.0,698.2,No
CUST103178,Male,0,Yes,No,55,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No internet service,2,85.97,4720.98,Yes
CUST103179,Male,0,Yes,No,41,Month-to-month,No,Mailed check,Yes,No,Yes,No internet service,1,41.37,1676.6,No
CUST103180,Male,0,Yes,No,10,One year,DSL,Credit card (automatic),No,No,No internet service,No internet service,2,73.08,789.05,No
CUST103181,Male,0,No,Yes,12,Month-to-month,No,Mailed check,No,Yes,No internet service,Yes,0,25.92,281.52,No
CUST103182,Male,1,Yes,Yes,72,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,0,61.79,4487.0,No
CUST103183,Female,0,No,No,49,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,1,46.39,2274.3,No
CUST103184,Female,0,Yes,No,72,One year,Fiber optic,Electronic check,Yes,No,No,No,1,75.3,5433.95,No
CUST103185,Female,0,Yes,No,21,Month-to-month,No,Mailed check,Yes,No,Yes,Yes,0,23.03,565.09,No
CUST103186,Male,0,Yes,No,69,Month-to-month,No,Mailed check,No,No,No,No,1,22.34,1517.01,No
